year,movie,movie_id,duration,genre,rate,synopsis,votes,gross,release_date,popularity,awards_wins,Oscar_Best_Picture_won,Oscar_nominated
2010,Incendies,tt1255953,130,Drama|Mystery|War,8.19999981,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.",88900,6860000,12/01/2011,788,1,No,1
2012,The Cabin in the Woods,tt1259521,95,Horror,7,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",288407,42040000,13/04/2012,1080,1,No,0
2009,The Twilight Saga: New Moon,tt1259571,130,Adventure|Drama|Fantasy,4.5999999,"Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",225457,296620000,20/11/2009,1772,1,No,0
2010,Sex and the City 2,tt1261945,146,Comedy|Drama|Romance,4.30000019,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",61245,95330000,27/05/2010,1327,0,No,0
2009,Crazy Heart,tt1263670,112,Drama|Music|Romance,7.30000019,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.,69996,39462438,05/02/2010,3278,13,No,3
2014,Hercules,tt1267297,98,Action|Adventure,6,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",119870,72660000,25/07/2014,1167,0,No,0
2011,X-Men: First Class,tt1270798,132,Action|Adventure|Sci-Fi,7.80000019,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.",535408,146410000,03/06/2011,647,1,No,0
2010,The Tempest,tt1274300,110,Comedy|Drama|Fantasy,5.4000001,"Shakespeare's epic play is translated from page to screen, with the gender of the main character, Prospero, changed from male to female.",6357,260000,07/01/2011,,0,No,1
2012,Looper,tt1276104,119,Action|Crime|Drama,7.4000001,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",442406,66470000,28/09/2012,659,3,No,0
2012,A Royal Affair,tt1276419,137,Biography|Drama|History,7.5999999,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",35248,1550000,29/03/2012,2934,0,No,1
2010,Easy A,tt1282140,92,Comedy|Drama|Romance,7.0999999,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,287146,58400000,17/09/2010,337,4,No,0
2010,The Social Network,tt1285016,120,Biography|Drama,7.69999981,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",497601,96920000,01/10/2010,672,43,No,8
2014,Teenage Mutant Ninja Turtles,tt1291150,101,Action|Adventure|Comedy,5.9000001,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",174931,190870000,08/08/2014,728,0,No,0
2011,Warrior,tt1291584,140,Action|Drama|Sport,8.19999981,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",346000,13650000,09/09/2011,413,0,No,1
2011,Pirates of the Caribbean: On Stranger Tides,tt1298650,136,Action|Adventure|Fantasy,6.69999981,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",384397,241060000,20/05/2011,682,0,No,0
2013,Iron Man 3,tt1300854,130,Action|Adventure|Sci-Fi,7.19999981,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",576005,408990000,03/05/2013,670,2,No,1
2011,Kung Fu Panda 2,tt1302011,90,Animation|Action|Adventure,7.30000019,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",192757,165230000,26/05/2011,2778,0,No,1
2009,The Secret in Their Eyes,tt1305806,129,Drama|Mystery|Thriller,8.19999981,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,140479,20170000,21/05/2010,1397,0,No,1
2011,50/50,tt1306980,100,Comedy|Drama|Romance,7.69999981,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",277018,34960000,30/09/2011,1300,1,No,0
2010,Animal Kingdom,tt1313092,113,Crime|Drama,7.30000019,A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,47025,1040000,03/06/2010,3710,2,No,1
2009,A Single Man,tt1315981,99,Drama|Romance,7.5999999,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",87771,9170000,05/02/2010,1147,3,No,1
2011,Rise of the Planet of the Apes,tt1318514,105,Action|Drama|Sci-Fi,7.5999999,"A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising.",416321,176740000,05/08/2011,1524,2,No,1
2013,Gangster Squad,tt1321870,113,Action|Crime|Drama,6.69999981,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",177717,46000000,11/01/2013,467,0,No,0
2013,August: Osage County,tt1322269,121,Drama,7.19999981,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",70800,37740000,10/01/2014,2317,2,No,2
2010,Despicable Me,tt1323594,95,Animation|Adventure|Comedy,7.69999981,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",400606,251500000,09/07/2010,1245,0,No,0
2011,The Twilight Saga: Breaking Dawn - Part 1,tt1324999,117,Adventure|Drama|Fantasy,4.9000001,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",186813,281280000,18/11/2011,1508,1,No,0
2010,The Twilight Saga: Eclipse,tt1325004,124,Adventure|Drama|Fantasy,4.9000001,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",189230,300520000,30/06/2010,1625,4,No,0
2013,Movie 43,tt1333125,94,Comedy|Romance,4.30000019,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,81644,8830000,25/01/2013,857,0,No,0
2010,Never Let Me Go,tt1334260,103,Drama|Romance|Sci-Fi,7.19999981,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.",113196,2410000,15/10/2010,1746,0,No,0
2009,Guy and Madeline on a Park Bench,tt1337193,82,Drama|Musical,6.19999981,"After connecting with the shy Madeline, a jazz trumpeter embarks on a quest for a more gregarious paramour, but through a series of twists and turns punctuated by an original score, the two lovers seem destined to be together.",560,30000,01/07/2010,1834,0,No,0
2010,In a Better World,tt1340107,119,Drama|Romance,7.69999981,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",33655,1010000,26/08/2010,,1,No,1
2015,Terminator Genisys,tt1340138,126,Action|Adventure|Sci-Fi,6.5,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",198710,89730000,01/07/2015,406,0,No,0
2011,Tinker Tailor Soldier Spy,tt1340800,122,Drama|Mystery|Thriller,7.0999999,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",154530,24100000,06/01/2012,1015,8,No,3
2013,The Great Gatsby,tt1343092,143,Drama|Romance,7.30000019,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",376340,144810000,10/05/2013,266,6,No,2
2012,Dredd,tt1343727,95,Action|Sci-Fi,7.0999999,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",209395,13400000,21/09/2012,1378,0,No,0
2012,The Dark Knight Rises,tt1345836,164,Action|Thriller,8.5,"Eight years after the Joker's reign of anarchy, the Dark Knight, with the help of the enigmatic Selina, is forced from his imposed exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",1189426,448130000,20/07/2012,177,3,No,0
2013,Jack the Giant Slayer,tt1351685,114,Adventure|Fantasy,6.30000019,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",109482,65170000,01/03/2013,1704,0,No,0
2014,If I Stay,tt1355630,107,Drama|Fantasy|Music,6.80000019,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",88825,50460000,22/08/2014,1438,0,No,0
2016,Passengers,tt1355644,116,Adventure|Drama|Romance,7.0999999,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",56684,90870000,21/12/2016,11,0,No,2
2015,Black Mass,tt1355683,123,Biography|Crime|Drama,6.9000001,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",129502,62560000,18/09/2015,449,2,No,0
2012,Cloud Atlas,tt1371111,172,Drama|Sci-Fi,7.5,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",292874,27100000,26/10/2012,558,3,No,0
2010,Inception,tt1375666,148,Action|Adventure|Sci-Fi,8.80000019,"A thief, who steals corporate secrets through use of dream-sharing technology, is given the inverse task of planting an idea into the mind of a CEO.",1534936,292570000,16/07/2010,135,24,No,8
2010,Grown Ups,tt1375670,102,Comedy|Family,6,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",186929,162000000,25/06/2010,1599,1,No,0
2009,Dogtooth,tt1379182,94,Drama|Thriller,7.30000019,"Three teenagers live isolated, without leaving their house, because their over-protective parents say they can only leave when their dogtooth falls out.",48974,110000,11/11/2009,1372,0,No,1
2010,The Other Guys,tt1386588,107,Action|Comedy|Crime,6.69999981,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,195658,119220000,06/08/2010,1004,0,No,0
2016,Suicide Squad,tt1386697,123,Action|Adventure|Fantasy,6.4000001,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,335030,325020000,05/08/2016,29,1,No,1
